fam,geneA1_extracted,geneA2_extracted,geneB1_extracted,geneB2_extracted
Legume.fam3.04588,Glyma.07G034600,Glyma.08G207400,Glyma.13G360400,Glyma.15G013500
Legume.fam3.04594,Glyma.18G204900,Glyma.07G153900,Glyma.01G123600,Glyma.03G051400
Legume.fam3.04597,Glyma.05G040900,Glyma.17G085400,Glyma.04G187500,Glyma.06G178300
Legume.fam3.04602,Glyma.05G202500,Glyma.08G009800,Glyma.06G166700,Glyma.04G198700
Legume.fam3.04604,Glyma.04G207200,Glyma.06G158400,Glyma.05G195900,Glyma.08G003500
Legume.fam3.04608,Glyma.18G008600,Glyma.11G248600,Glyma.08G102700,Glyma.05G145900
Legume.fam3.04610,Glyma.06G211600,Glyma.04G151200,Glyma.05G011600,Glyma.17G119800
Legume.fam3.04612,Glyma.15G203400,Glyma.09G097200,Glyma.17G104300,Glyma.13G156700
Legume.fam3.04619,Glyma.06G265600,Glyma.12G137100,Glyma.12G216000,Glyma.13G285500
Legume.fam3.04622,Glyma.15G147200,Glyma.09G045400,Glyma.17G025800,Glyma.07G248300
Legume.fam3.04629,Glyma.11G254300,Glyma.18G002800,Glyma.08G108000,Glyma.05G151300
Legume.fam3.04631,Glyma.11G065200,Glyma.01G177200,Glyma.16G141300,Glyma.02G058700
Legume.fam3.04639,Glyma.17G135900,Glyma.05G053400,Glyma.01G212600,Glyma.11G029200
Legume.fam3.04644,Glyma.08G024800,Glyma.05G218700,Glyma.13G002800,Glyma.20G066300
Legume.fam3.04649,Glyma.01G038600,Glyma.02G026300,Glyma.18G129900,Glyma.08G293300
Legume.fam3.04660,Glyma.17G143600,Glyma.05G061900,Glyma.01G207600,Glyma.11G034900
Legume.fam3.04661,Glyma.07G165800,Glyma.09G119700,Glyma.10G264600,Glyma.20G125800
Legume.fam3.04668,Glyma.20G162500,Glyma.10G231300,Glyma.09G132500,Glyma.16G179300
Legume.fam3.04679,Glyma.06G190400,Glyma.04G174300,Glyma.05G029700,Glyma.17G097100
Legume.fam3.04692,Glyma.12G172300,Glyma.13G325800,Glyma.12G075600,Glyma.11G146200
Legume.fam3.04694,Glyma.13G271700,Glyma.12G228300,Glyma.12G158900,Glyma.06G232300
Legume.fam3.04701,Glyma.08G103600,Glyma.05G146700,Glyma.11G249600,Glyma.18G007600
Legume.fam3.04703,Glyma.15G037300,Glyma.13G337100,Glyma.12G062300,Glyma.11G138700
Legume.fam3.04713,Glyma.05G133000,Glyma.08G087400,Glyma.09G051900,Glyma.15G158200
Legume.fam3.04742,Glyma.10G177200,Glyma.20G212900,Glyma.09G154700,Glyma.16G205200
Legume.fam3.04743,Glyma.05G248200,Glyma.08G056700,Glyma.07G107200,Glyma.09G170500
Legume.fam3.04747,Glyma.09G190000,Glyma.07G086900,Glyma.08G039000,Glyma.05G231500
Legume.fam3.04753,Glyma.10G059601,Glyma.13G146300,Glyma.19G186100,Glyma.03G185900
Legume.fam3.04767,Glyma.02G065500,Glyma.16G146600,Glyma.19G101000,Glyma.16G050200
Legume.fam3.04773,Glyma.10G146700,Glyma.20G096700,Glyma.03G231000,Glyma.19G228200
Legume.fam3.04774,Glyma.20G232200,Glyma.10G156100,Glyma.03G239800,Glyma.19G236700
Legume.fam3.04788,Glyma.17G254300,Glyma.14G070300,Glyma.06G028400,Glyma.04G028200
Legume.fam3.04791,Glyma.13G030900,Glyma.14G152700,Glyma.04G249000,Glyma.06G114000
Legume.fam3.04794,Glyma.02G211800,Glyma.14G179500,Glyma.04G093500,Glyma.06G095400
Legume.fam3.04798,Glyma.04G089900,Glyma.06G091700,Glyma.14G185400,Glyma.02G218100
Legume.fam3.04804,Glyma.06G056400,Glyma.04G056200,Glyma.17G226100,Glyma.14G098600
Legume.fam3.04826,Glyma.02G229400,Glyma.14G197100,Glyma.11G167200,Glyma.18G059700
Legume.fam3.04828,Glyma.18G109100,Glyma.08G308200,Glyma.08G308700,Glyma.18G107900
Legume.fam3.04840,Glyma.02G224400,Glyma.14G191100,Glyma.18G064700,Glyma.11G176900
Legume.fam3.04842,Glyma.18G071000,Glyma.08G335900,Glyma.14G010000,Glyma.02G303800
Legume.fam3.04847,Glyma.04G119700,Glyma.06G318400,Glyma.09G231400,Glyma.12G005200
Legume.fam3.04859,Glyma.08G180000,Glyma.15G052400,Glyma.08G074000,Glyma.05G119000
Legume.fam3.04863,Glyma.07G188400,Glyma.08G061100,Glyma.15G064800,Glyma.13G249400
Legume.fam3.04867,Glyma.15G095400,Glyma.13G217100,Glyma.08G307702,Glyma.18G110000
Legume.fam3.04868,Glyma.02G072400,Glyma.16G153600,Glyma.19G112700,Glyma.16G040400
Legume.fam3.04873,Glyma.19G155300,Glyma.03G152800,Glyma.02G147800,Glyma.10G026000
Legume.fam3.04875,Glyma.19G222000,Glyma.03G225000,Glyma.02G007000,Glyma.10G138800
Legume.fam3.04878,Glyma.03G257500,Glyma.19G255800,Glyma.16G024500,Glyma.07G055800
Legume.fam3.04886,Glyma.13G356600,Glyma.15G017500,Glyma.08G203100,Glyma.07G018100
Legume.fam3.04904,Glyma.16G018800,Glyma.07G050100,Glyma.03G260700,Glyma.19G259600
Legume.fam3.04906,Glyma.07G023600,Glyma.08G218200,Glyma.13G369900,Glyma.15G003500
Legume.fam3.04909,Glyma.03G109100,Glyma.07G116300,Glyma.18G249502,Glyma.09G244000
Legume.fam3.04914,Glyma.03G065100,Glyma.01G098400,Glyma.18G181500,Glyma.07G132500
Legume.fam3.04915,Glyma.17G098400,Glyma.05G028400,Glyma.06G191500,Glyma.04G172800
Legume.fam3.04927,Glyma.09G095800,Glyma.15G202100,Glyma.17G105000,Glyma.13G157400
Legume.fam3.04932,Glyma.09G069500,Glyma.15G177500,Glyma.17G049500,Glyma.13G110200
Legume.fam3.04939,Glyma.09G079600,Glyma.15G186500,Glyma.17G041500,Glyma.13G118400
Legume.fam3.04943,Glyma.17G015800,Glyma.07G258300,Glyma.15G105800,Glyma.13G206800
Legume.fam3.04944,Glyma.20G099400,Glyma.10G289900,Glyma.02G093900,Glyma.18G288000
Legume.fam3.04952,Glyma.11G067400,Glyma.01G175200,Glyma.04G040600,Glyma.06G041500
Legume.fam3.04962,Glyma.01G204900,Glyma.11G038000,Glyma.11G040100,Glyma.01G202700
Legume.fam3.04968,Glyma.11G021200,Glyma.01G222300,Glyma.05G211900,Glyma.08G018300
Legume.fam3.04972,Glyma.16G076500,Glyma.16G109200,Glyma.09G218500,Glyma.01G153200
Legume.fam3.04973,Glyma.08G272500,Glyma.01G097000,Glyma.01G018800,Glyma.09G204100
Legume.fam3.04994,Glyma.01G208000,Glyma.11G034300,Glyma.05G060500,Glyma.17G142800
Legume.fam3.05002,Glyma.10G257700,Glyma.20G133400,Glyma.10G258300,Glyma.20G132800
Legume.fam3.05008,Glyma.13G177100,Glyma.07G199300,Glyma.15G076600,Glyma.13G236900
Legume.fam3.05010,Glyma.05G203000,Glyma.08G010500,Glyma.04G198000,Glyma.06G167600
Legume.fam3.05012,Glyma.04G184400,Glyma.06G181500,Glyma.17G088400,Glyma.05G038600
Legume.fam3.05028,Glyma.15G043400,Glyma.13G330600,Glyma.12G074300,Glyma.11G147108
Legume.fam3.05034,Glyma.12G193900,Glyma.13G308600,Glyma.12G099100,Glyma.06G305400
Legume.fam3.05037,Glyma.13G275100,Glyma.12G225800,Glyma.06G238700,Glyma.12G163062
Legume.fam3.05047,Glyma.18G146200,Glyma.08G279900,Glyma.02G041200,Glyma.01G023767
Legume.fam3.05048,Glyma.08G279800,Glyma.18G146600,Glyma.01G023600,Glyma.02G041400
Legume.fam3.05060,Glyma.06G275500,Glyma.12G129900,Glyma.13G289500,Glyma.12G212200
Legume.fam3.05066,Glyma.09G003400,Glyma.12G239600,Glyma.15G271400,Glyma.08G152000
Legume.fam3.05093,Glyma.20G153100,Glyma.10G241200,Glyma.16G201200,Glyma.09G149800
Legume.fam3.05095,Glyma.09G168000,Glyma.16G217800,Glyma.08G057400,Glyma.05G248800
Legume.fam3.05102,Glyma.02G147700,Glyma.10G026100,Glyma.19G155600,Glyma.03G153200
Legume.fam3.05104,Glyma.19G158300,Glyma.03G156000,Glyma.02G146000,Glyma.10G028000
Legume.fam3.05107,Glyma.13G139100,Glyma.10G051600,Glyma.19G180800,Glyma.03G180100
Legume.fam3.05109,Glyma.13G148500,Glyma.10G063900,Glyma.19G189000,Glyma.03G188800
Legume.fam3.05115,Glyma.10G083400,Glyma.02G193800,Glyma.03G203500,Glyma.19G200900
Legume.fam3.05117,Glyma.03G146900,Glyma.19G150300,Glyma.02G170500,Glyma.09G108000
Legume.fam3.05135,Glyma.19G214200,Glyma.03G217600,Glyma.02G015300,Glyma.10G015900
Legume.fam3.05139,Glyma.10G148100,Glyma.20G239500,Glyma.03G232100,Glyma.19G229100
Legume.fam3.05143,Glyma.19G236500,Glyma.03G239600,Glyma.20G232300,Glyma.10G156000
Legume.fam3.05145,Glyma.10G162200,Glyma.20G224600,Glyma.03G247200,Glyma.19G244900
Legume.fam3.05148,Glyma.03G248100,Glyma.19G246100,Glyma.20G226100,Glyma.10G163500
Legume.fam3.05167,Glyma.13G078400,Glyma.14G150600,Glyma.06G113500,Glyma.04G249400
Legume.fam3.05171,Glyma.14G174600,Glyma.13G089800,Glyma.06G102400,Glyma.04G100600
Legume.fam3.05172,Glyma.04G099200,Glyma.06G100900,Glyma.14G177400,Glyma.02G209200
Legume.fam3.05180,Glyma.14G116400,Glyma.17G211300,Glyma.06G068000,Glyma.04G066600
Legume.fam3.05186,Glyma.06G043400,Glyma.04G042900,Glyma.14G086600,Glyma.17G237800
Legume.fam3.05200,Glyma.08G310800,Glyma.18G104900,Glyma.02G288000,Glyma.14G026900
Legume.fam3.05208,Glyma.04G249100,Glyma.06G113900,Glyma.14G152800,Glyma.13G031100
Legume.fam3.05211,Glyma.04G037500,Glyma.06G038400,Glyma.17G243500,Glyma.14G081800
Legume.fam3.05212,Glyma.14G201600,Glyma.02G233800,Glyma.11G162100,Glyma.18G055600
Legume.fam3.05216,Glyma.11G062900,Glyma.01G179300,Glyma.02G228400,Glyma.14G195400
Legume.fam3.05219,Glyma.18G067800,Glyma.08G334900,Glyma.02G304300,Glyma.14G009500
Legume.fam3.05233,Glyma.11G156700,Glyma.04G135400,Glyma.15G234100,Glyma.13G195800
Legume.fam3.05235,Glyma.05G077800,Glyma.19G071500,Glyma.19G090700,Glyma.16G057200
Legume.fam3.05238,Glyma.13G136300,Glyma.10G048500,Glyma.03G177300,Glyma.19G178000
Legume.fam3.05239,Glyma.03G160700,Glyma.19G162500,Glyma.10G034600,Glyma.13G120900
Legume.fam3.05240,Glyma.10G029500,Glyma.02G144600,Glyma.19G159400,Glyma.03G157200
Legume.fam3.05245,Glyma.20G214900,Glyma.10G175600,Glyma.09G157500,Glyma.16G208000
Legume.fam3.05260,Glyma.11G166128,Glyma.01G076900,Glyma.03G034000,Glyma.01G133501
Legume.fam3.05273,Glyma.07G030400,Glyma.08G212400,Glyma.15G007600,Glyma.13G365601
Legume.fam3.05283,Glyma.07G151200,Glyma.18G202500,Glyma.01G120800,Glyma.03G056800
Legume.fam3.05291,Glyma.12G224600,Glyma.13G276700,Glyma.06G242100,Glyma.12G155700
Legume.fam3.05296,Glyma.04G215100,Glyma.06G151100,Glyma.05G189500,Glyma.08G147100
Legume.fam3.05297,Glyma.08G100800,Glyma.05G144400,Glyma.18G011000,Glyma.11G246200
Legume.fam3.05302,Glyma.09G096700,Glyma.15G203000,Glyma.13G156800,Glyma.17G104400
Legume.fam3.05318,Glyma.05G151900,Glyma.08G108700,Glyma.11G254600,Glyma.18G002500
Legume.fam3.05319,Glyma.12G113500,Glyma.06G292300,Glyma.12G204900,Glyma.13G296500
Legume.fam3.05339,Glyma.05G209100,Glyma.08G015800,Glyma.01G220800,Glyma.11G022800
Legume.fam3.05395,Glyma.05G230300,Glyma.08G037800,Glyma.07G084900,Glyma.09G192000
Legume.fam3.05402,Glyma.13G343200,Glyma.15G031200,Glyma.12G053700,Glyma.11G129100
Legume.fam3.05415,Glyma.18G184500,Glyma.07G134800,Glyma.01G103500,Glyma.03G070500
Legume.fam3.05419,Glyma.06G149040,Glyma.04G217000,Glyma.08G145500,Glyma.05G187200
Legume.fam3.05425,Glyma.02G009500,Glyma.10G010100,Glyma.19G219600,Glyma.03G222400
Legume.fam3.05432,Glyma.18G037100,Glyma.11G220300,Glyma.02G249000,Glyma.14G067400
Legume.fam3.05449,Glyma.20G169500,Glyma.10G222100,Glyma.16G163800,Glyma.02G079400
Legume.fam3.05472,Glyma.02G152900,Glyma.10G021400,Glyma.03G209800,Glyma.19G207100
Legume.fam3.05477,Glyma.19G179100,Glyma.03G178300,Glyma.13G137600,Glyma.10G050100
Legume.fam3.05484,Glyma.03G147200,Glyma.19G150800,Glyma.02G170366,Glyma.09G107400
Legume.fam3.05499,Glyma.16G062700,Glyma.19G083600,Glyma.05G073800,Glyma.19G077000
Legume.fam3.05508,Glyma.19G228800,Glyma.03G231800,Glyma.10G147800,Glyma.20G239600
Legume.fam3.05528,Glyma.14G164400,Glyma.13G083100,Glyma.04G252700,Glyma.06G109800
Legume.fam3.05530,Glyma.13G088600,Glyma.14G172400,Glyma.06G104100,Glyma.04G102900
Legume.fam3.05531,Glyma.14G179000,Glyma.02G211400,Glyma.06G098900,Glyma.04G097100
Legume.fam3.05564,Glyma.11G095600,Glyma.12G021700,Glyma.11G015800,Glyma.01G226900
Legume.fam3.05571,Glyma.04G224100,Glyma.06G140800,Glyma.14G187700,Glyma.02G220100
Legume.fam3.05573,Glyma.06G123100,Glyma.04G240300,Glyma.13G038900,Glyma.14G122700
Legume.fam3.05584,Glyma.14G219900,Glyma.17G258900,Glyma.04G023600,Glyma.06G023600
Legume.fam3.05627,Glyma.13G353400,Glyma.15G020900,Glyma.08G199800,Glyma.07G014300
Legume.fam3.05668,Glyma.06G215600,Glyma.04G149800,Glyma.05G009902,Glyma.17G117800
Legume.fam3.05696,Glyma.11G075200,Glyma.01G168100,Glyma.16G130400,Glyma.02G050300
Legume.fam3.05700,Glyma.02G058800,Glyma.16G141500,Glyma.11G065000,Glyma.01G177400
Legume.fam3.05712,Glyma.01G206800,Glyma.11G036300,Glyma.17G145100,Glyma.05G063100
Legume.fam3.05719,Glyma.20G217200,Glyma.10G173000,Glyma.20G067600,Glyma.13G001900
Legume.fam3.05749,Glyma.01G211200,Glyma.11G030500,Glyma.17G137700,Glyma.05G055600
Legume.fam3.05750,Glyma.17G132200,Glyma.05G050200,Glyma.11G026900,Glyma.01G215600
Legume.fam3.05758,Glyma.10G233300,Glyma.20G161100,Glyma.16G181600,Glyma.09G136100
Legume.fam3.05763,Glyma.17G079000,Glyma.05G020400,Glyma.06G204100,Glyma.04G162100
Legume.fam3.05765,Glyma.04G152200,Glyma.06G210800,Glyma.05G013100,Glyma.17G121100
Legume.fam3.05772,Glyma.13G107900,Glyma.17G051400,Glyma.15G173300,Glyma.09G068400
Legume.fam3.05787,Glyma.11G010800,Glyma.01G228100,Glyma.11G091900,Glyma.12G018000
Legume.fam3.05797,Glyma.15G073200,Glyma.13G240100,Glyma.07G195800,Glyma.13G180500
Legume.fam3.05826,Glyma.03G052300,Glyma.01G123000,Glyma.07G153600,Glyma.18G204700
Legume.fam3.05831,Glyma.20G176200,Glyma.10G215500,Glyma.02G074300,Glyma.16G156000
Legume.fam3.05861,Glyma.19G163700,Glyma.03G162400,Glyma.13G122500,Glyma.10G036200
Legume.fam3.05863,Glyma.13G124400,Glyma.10G037900,Glyma.03G164300,Glyma.19G165700
Legume.fam3.05873,Glyma.02G201300,Glyma.10G075300,Glyma.19G196000,Glyma.03G198100
Legume.fam3.05904,Glyma.16G196000,Glyma.09G143000,Glyma.10G237600,Glyma.20G157001
Legume.fam3.05907,Glyma.17G250100,Glyma.14G075300,Glyma.06G032400,Glyma.04G032500
Legume.fam3.05951,Glyma.01G227000,Glyma.11G015700,Glyma.12G021600,Glyma.11G095501
Legume.fam3.05980,Glyma.07G231500,Glyma.20G040500,Glyma.02G279600,Glyma.14G035100
Legume.fam3.05991,Glyma.13G238000,Glyma.15G075400,Glyma.13G178200,Glyma.07G198200
Legume.fam3.05992,Glyma.13G234800,Glyma.15G078200,Glyma.07G201700,Glyma.13G174800
Legume.fam3.06002,Glyma.16G069200,Glyma.19G056300,Glyma.19G002802,Glyma.05G002600
Legume.fam3.06016,Glyma.02G007500,Glyma.10G138300,Glyma.03G224700,Glyma.19G221700
Legume.fam3.06063,Glyma.06G193900,Glyma.04G169500,Glyma.05G026801,Glyma.17G100100
Legume.fam3.06079,Glyma.05G181900,Glyma.08G139600,Glyma.18G019800,Glyma.11G237400
Legume.fam3.06085,Glyma.08G104800,Glyma.05G147900,Glyma.18G005400,Glyma.11G251600
Legume.fam3.06114,Glyma.01G172200,Glyma.11G071000,Glyma.02G055100,Glyma.16G137800
Legume.fam3.06118,Glyma.05G107800,Glyma.17G159000,Glyma.11G046000,Glyma.01G195700
Legume.fam3.06120,Glyma.12G103500,Glyma.06G301000,Glyma.12G197800,Glyma.13G304000
Legume.fam3.06210,Glyma.01G160000,Glyma.11G084100,Glyma.02G042000,Glyma.16G118800
Legume.fam3.06216,Glyma.03G180200,Glyma.19G180900,Glyma.10G051800,Glyma.13G139200
Legume.fam3.06225,Glyma.15G036700,Glyma.13G337800,Glyma.11G137900,Glyma.12G061700
Legume.fam3.06291,Glyma.02G150800,Glyma.10G023200,Glyma.19G151900,Glyma.03G148600
Legume.fam3.06315,Glyma.19G107700,Glyma.16G044300,Glyma.16G150600,Glyma.02G069100
Legume.fam3.06336,Glyma.10G147000,Glyma.20G097500,Glyma.19G228300,Glyma.03G231100
Legume.fam3.06355,Glyma.14G167900,Glyma.13G086000,Glyma.04G107000,Glyma.06G106800
Legume.fam3.06365,Glyma.17G221800,Glyma.14G104200,Glyma.04G059900,Glyma.06G060300
Legume.fam3.06386,Glyma.02G248700,Glyma.14G067800,Glyma.18G037700,Glyma.11G219700
Legume.fam3.06420,Glyma.17G233600,Glyma.14G089060,Glyma.04G047100,Glyma.06G047800
Legume.fam3.06427,Glyma.06G318900,Glyma.04G119500,Glyma.12G004900,Glyma.09G231700
Legume.fam3.06439,Glyma.15G072000,Glyma.13G241400,Glyma.13G181700,Glyma.07G194800
Legume.fam3.06449,Glyma.17G231400,Glyma.14G092100,Glyma.05G141000,Glyma.08G096300
Legume.fam3.06459,Glyma.03G182700,Glyma.19G183200,Glyma.10G057200,Glyma.13G143700
Legume.fam3.06524,Glyma.06G265800,Glyma.12G136900,Glyma.12G215700,Glyma.13G285800
Legume.fam3.06535,Glyma.13G292700,Glyma.12G208500,Glyma.12G121200,Glyma.06G284700
Legume.fam3.06545,Glyma.08G113000,Glyma.05G155100,Glyma.11G256200,Glyma.18G000800
Legume.fam3.06565,Glyma.01G208300,Glyma.11G033900,Glyma.17G142700,Glyma.05G060400
Legume.fam3.06590,Glyma.15G041300,Glyma.13G333000,Glyma.12G066300,Glyma.11G143200
Legume.fam3.06625,Glyma.06G174900,Glyma.04G190500,Glyma.17G126100,Glyma.05G043600
Legume.fam3.06652,Glyma.13G312200,Glyma.12G189600,Glyma.11G175746,Glyma.12G095400
Legume.fam3.06665,Glyma.17G121700,Glyma.05G013500,Glyma.04G146000,Glyma.06G210400
Legume.fam3.06666,Glyma.13G102300,Glyma.17G056700,Glyma.14G032100,Glyma.02G282202
Legume.fam3.06668,Glyma.03G015000,Glyma.07G075100,Glyma.09G263100,Glyma.18G229100
Legume.fam3.06671,Glyma.02G180500,Glyma.10G094800,Glyma.19G142700,Glyma.03G139900
Legume.fam3.06682,Glyma.15G155800,Glyma.09G048500,Glyma.08G089800,Glyma.05G134700
Legume.fam3.06695,Glyma.13G292600,Glyma.12G208600,Glyma.12G121400,Glyma.06G284600
Legume.fam3.06718,Glyma.03G035900,Glyma.01G132400,Glyma.09G275802,Glyma.18G214700
Legume.fam3.06720,Glyma.10G217800,Glyma.20G174300,Glyma.02G073200,Glyma.16G154600
Legume.fam3.06745,Glyma.07G260000,Glyma.17G014000,Glyma.15G107500,Glyma.13G205100
Legume.fam3.06760,Glyma.03G163800,Glyma.19G165100,Glyma.13G124000,Glyma.10G037400
Legume.fam3.06783,Glyma.16G146800,Glyma.02G065901,Glyma.19G101500,Glyma.16G049700
Legume.fam3.06829,Glyma.04G076500,Glyma.06G077700,Glyma.14G136900,Glyma.17G196700
Legume.fam3.06834,Glyma.06G060100,Glyma.04G059600,Glyma.17G221400,Glyma.14G104400
Legume.fam3.06866,Glyma.04G000300,Glyma.06G000200,Glyma.02G311700,Glyma.14G000900
Legume.fam3.06898,Glyma.02G282900,Glyma.14G031500,Glyma.18G113400,Glyma.08G305000
Legume.fam3.07023,Glyma.08G257500,Glyma.18G281800,Glyma.20G249900,Glyma.10G298700
Legume.fam3.07054,Glyma.12G224500,Glyma.13G276800,Glyma.06G242600,Glyma.12G155400
Legume.fam3.07099,Glyma.13G315700,Glyma.12G185900,Glyma.12G091000,Glyma.11G182200
Legume.fam3.07146,Glyma.11G236200,Glyma.18G021001,Glyma.05G182600,Glyma.08G140200
Legume.fam3.07154,Glyma.17G119400,Glyma.05G011300,Glyma.06G213300,Glyma.04G150900
Legume.fam3.07215,Glyma.01G184800,Glyma.11G057400,Glyma.17G176500,Glyma.05G083900
Legume.fam3.07220,Glyma.20G064600,Glyma.13G005300,Glyma.14G002700,Glyma.02G310000
Legume.fam3.07308,Glyma.10G046000,Glyma.13G134100,Glyma.03G174300,Glyma.19G175200
Legume.fam3.07363,Glyma.03G242600,Glyma.19G240100,Glyma.10G158500,Glyma.20G230100
Legume.fam3.07381,Glyma.14G217200,Glyma.17G255800,Glyma.04G026200,Glyma.06G026000
Legume.fam3.07454,Glyma.02G311000,Glyma.14G001600,Glyma.04G000600,Glyma.06G000400
Legume.fam3.07488,Glyma.02G226500,Glyma.14G193400,Glyma.11G178700,Glyma.18G063200
Legume.fam3.07489,Glyma.02G304400,Glyma.14G009400,Glyma.18G067600,Glyma.08G334700
Legume.fam3.07540,Glyma.19G146500,Glyma.03G143500,Glyma.02G177800,Glyma.09G113100
Legume.fam3.07573,Glyma.16G009400,Glyma.07G040800,Glyma.03G264200,Glyma.19G263200
Legume.fam3.07632,Glyma.18G205700,Glyma.07G155100,Glyma.01G124400,Glyma.03G050200
Legume.fam3.07694,Glyma.18G002200,Glyma.11G254900,Glyma.05G152300,Glyma.08G109100
Legume.fam3.07759,Glyma.13G340200,Glyma.15G034200,Glyma.11G133200,Glyma.12G057300
Legume.fam3.07800,Glyma.15G104900,Glyma.13G208200,Glyma.17G016500,Glyma.07G257500
Legume.fam3.07827,Glyma.09G193700,Glyma.01G146200,Glyma.05G228600,Glyma.08G035600
Legume.fam3.07846,Glyma.11G193700,Glyma.12G080000,Glyma.06G211400,Glyma.04G151500
Legume.fam3.07895,Glyma.10G165500,Glyma.20G227500,Glyma.03G249800,Glyma.19G247400
Legume.fam3.08008,Glyma.19G167700,Glyma.03G166600,Glyma.10G039800,Glyma.13G126300
Legume.fam3.08055,Glyma.02G014900,Glyma.10G015500,Glyma.19G214400,Glyma.03G217800
Legume.fam3.08289,Glyma.10G016100,Glyma.02G015600,Glyma.03G216800,Glyma.19G213400
Legume.fam3.08499,Glyma.12G073500,Glyma.11G149198,Glyma.15G044100,Glyma.13G329900
Legume.fam3.08662,Glyma.17G076300,Glyma.05G023400,Glyma.04G164800,Glyma.06G199700
Legume.fam3.08697,Glyma.09G242000,Glyma.18G253600,Glyma.19G116400,Glyma.16G036300
Legume.fam3.08703,Glyma.06G045200,Glyma.04G044700,Glyma.17G236600,Glyma.14G087700
Legume.fam3.08719,Glyma.06G059900,Glyma.04G059451,Glyma.14G104600,Glyma.17G221200
Legume.fam3.08910,Glyma.14G093800,Glyma.17G229800,Glyma.04G051000,Glyma.06G051900
Legume.fam3.08969,Glyma.13G026600,Glyma.20G056900,Glyma.14G047700,Glyma.02G269300
Legume.fam3.09042,Glyma.11G015367,Glyma.01G227500,Glyma.12G020900,Glyma.11G094500
Legume.fam3.09289,Glyma.05G155000,Glyma.08G112900,Glyma.15G125700,Glyma.09G019400
Legume.fam3.09598,Glyma.10G172900,Glyma.20G217400,Glyma.20G068300,Glyma.13G001500
Legume.fam3.09647,Glyma.08G027800,Glyma.05G221300,Glyma.01G002100,Glyma.07G130400
Legume.fam3.09706,Glyma.02G148000,Glyma.10G025800,Glyma.03G152600,Glyma.19G155100
Legume.fam3.09748,Glyma.16G062400,Glyma.19G084400,Glyma.19G076700,Glyma.05G073901
Legume.fam3.10077,Glyma.15G020050,Glyma.13G354200,Glyma.08G356700,Glyma.18G174600
Legume.fam3.10448,Glyma.13G298900,Glyma.12G202800,Glyma.12G110100,Glyma.06G295400
Legume.fam3.10503,Glyma.08G299600,Glyma.18G121000,Glyma.02G106200,Glyma.01G045900
Legume.fam3.10695,Glyma.05G224300,Glyma.08G031300,Glyma.07G126900,Glyma.01G004900
Legume.fam3.11351,Glyma.17G130500,Glyma.05G048600,Glyma.06G169900,Glyma.04G195900
Legume.fam3.11465,Glyma.19G130251,Glyma.03G127700,Glyma.11G094600,Glyma.12G021000
Legume.fam3.11819,Glyma.19G209600,Glyma.03G212500,Glyma.10G019800,Glyma.02G154500
Legume.fam3.11924,Glyma.04G180100,Glyma.06G184600,Glyma.17G092200,Glyma.05G035100
Legume.fam3.12242,Glyma.09G273400,Glyma.18G215700,Glyma.16G220400,Glyma.03G002000
Legume.fam3.12743,Glyma.13G329800,Glyma.15G044200,Glyma.12G073400,Glyma.11G149407
Legume.fam3.13221,Glyma.19G262200,Glyma.03G263100,Glyma.07G046150,Glyma.16G014300
Legume.fam3.13569,Glyma.07G028500,Glyma.08G214300,Glyma.17G108500,Glyma.13G162800
Legume.fam3.13807,Glyma.11G021900,Glyma.01G221900,Glyma.05G210800,Glyma.08G017200
Legume.fam3.13938,Glyma.07G163400,Glyma.20G008400,Glyma.12G048100,Glyma.11G123400
Legume.fam3.14037,Glyma.04G050100,Glyma.06G050500,Glyma.17G231000,Glyma.14G092500
Legume.fam3.15054,Glyma.10G274651,Glyma.20G115200,Glyma.01G081050,Glyma.08G261450
Legume.fam3.15639,Glyma.01G091300,Glyma.02G130500,Glyma.20G184800,Glyma.10G205700
Legume.fam3.15878,Glyma.09G267400,Glyma.18G222500,Glyma.10G069400,Glyma.13G152406
Legume.fam3.15906,Glyma.03G238600,Glyma.19G236000,Glyma.10G154900,Glyma.20G233400
Legume.fam3.16034,Glyma.04G100200,Glyma.06G101900,Glyma.14G176500,Glyma.02G208300
Legume.fam3.16137,Glyma.04G115800,Glyma.06G320500,Glyma.08G073000,Glyma.05G118100
Legume.fam3.17960,Glyma.10G059500,Glyma.13G146200,Glyma.19G186000,Glyma.03G185800
Legume.fam3.18039,Glyma.11G034700,Glyma.01G207700,Glyma.05G061400,Glyma.17G143200
Legume.fam3.19986,Glyma.01G202200,Glyma.11G040600,Glyma.07G076100,Glyma.03G015800
Legume.fam3.20092,Glyma.02G278600,Glyma.14G036000,Glyma.08G177502,Glyma.15G055500
